pin,slack
ident_coreinst/IICE_INST/b5_nUTGT/b13_nAzGfFM_sLsv3_srsts_i_a2[11]:Y,1827
ident_coreinst/IICE_INST/b5_nUTGT/genblk5.b12_uRrc2XfY_rbN_5[13]:A,
ident_coreinst/IICE_INST/b5_nUTGT/genblk5.b12_uRrc2XfY_rbN_5[13]:B,
ident_coreinst/IICE_INST/b5_nUTGT/genblk5.b12_uRrc2XfY_rbN_5[13]:C,
ident_coreinst/IICE_INST/b5_nUTGT/genblk5.b12_uRrc2XfY_rbN_5[13]:Y,
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk2.b5_oRB_C[2]:CLK,4950
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk2.b5_oRB_C[2]:D,9111
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk2.b5_oRB_C[2]:Q,4950
ident_coreinst/IICE_INST/b3_SoW/genblk9.b3_PfG[8]:CLK,
ident_coreinst/IICE_INST/b3_SoW/genblk9.b3_PfG[8]:D,
ident_coreinst/IICE_INST/b3_SoW/genblk9.b3_PfG[8]:EN,
ident_coreinst/IICE_INST/b3_SoW/genblk9.b3_PfG[8]:Q,
ident_coreinst/IICE_INST/b3_SoW/genblk5.b11_oGA_BXsO_OT/genblk2.b8_nczQ_DYg[2]:CLK,
ident_coreinst/IICE_INST/b3_SoW/genblk5.b11_oGA_BXsO_OT/genblk2.b8_nczQ_DYg[2]:D,
ident_coreinst/IICE_INST/b3_SoW/genblk5.b11_oGA_BXsO_OT/genblk2.b8_nczQ_DYg[2]:EN,
ident_coreinst/IICE_INST/b3_SoW/genblk5.b11_oGA_BXsO_OT/genblk2.b8_nczQ_DYg[2]:Q,
ident_coreinst/IICE_INST/b3_SoW/genblk4.b11_oGA_BXsO_OS/genblk1.genblk1.b13_PLy_2grFt_FH9[7]:CLK,
ident_coreinst/IICE_INST/b3_SoW/genblk4.b11_oGA_BXsO_OS/genblk1.genblk1.b13_PLy_2grFt_FH9[7]:D,
ident_coreinst/IICE_INST/b3_SoW/genblk4.b11_oGA_BXsO_OS/genblk1.genblk1.b13_PLy_2grFt_FH9[7]:EN,
ident_coreinst/IICE_INST/b3_SoW/genblk4.b11_oGA_BXsO_OS/genblk1.genblk1.b13_PLy_2grFt_FH9[7]:Q,
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk4.b9_oRB_IFM_2[12]:CLK,2846
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk4.b9_oRB_IFM_2[12]:D,9082
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk4.b9_oRB_IFM_2[12]:Q,2846
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk4.b9_oRB_IFM_2[12]:SLn,2184
ident_coreinst/IICE_INST/b3_SoW/genblk9.b3_PfG[1]:CLK,
ident_coreinst/IICE_INST/b3_SoW/genblk9.b3_PfG[1]:D,
ident_coreinst/IICE_INST/b3_SoW/genblk9.b3_PfG[1]:EN,
ident_coreinst/IICE_INST/b3_SoW/genblk9.b3_PfG[1]:Q,
ident_coreinst/IICE_INST/b3_SoW/b8_FZFFLXYE[2]:CLK,
ident_coreinst/IICE_INST/b3_SoW/b8_FZFFLXYE[2]:D,9088
ident_coreinst/IICE_INST/b3_SoW/b8_FZFFLXYE[2]:EN,1362
ident_coreinst/IICE_INST/b3_SoW/b8_FZFFLXYE[2]:Q,
ident_coreinst/IICE_INST/b3_SoW/b8_FZFFLXYE[2]:SLn,7930
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk4.b8_2S5I_CuY_RNID1M0H_0:A,
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk4.b8_2S5I_CuY_RNID1M0H_0:B,816
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk4.b8_2S5I_CuY_RNID1M0H_0:C,752
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk4.b8_2S5I_CuY_RNID1M0H_0:D,564
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk4.b8_2S5I_CuY_RNID1M0H_0:Y,564
ident_coreinst/IICE_INST/b3_SoW/un1_b8_jAA_KlCO_0_sqmuxa_1:A,5716
ident_coreinst/IICE_INST/b3_SoW/un1_b8_jAA_KlCO_0_sqmuxa_1:B,-143
ident_coreinst/IICE_INST/b3_SoW/un1_b8_jAA_KlCO_0_sqmuxa_1:C,
ident_coreinst/IICE_INST/b3_SoW/un1_b8_jAA_KlCO_0_sqmuxa_1:D,7091
ident_coreinst/IICE_INST/b3_SoW/un1_b8_jAA_KlCO_0_sqmuxa_1:Y,-143
ident_coreinst/IICE_INST/b3_SoW/genblk9.b7_nYJ_BFM[3]:CLK,
ident_coreinst/IICE_INST/b3_SoW/genblk9.b7_nYJ_BFM[3]:D,
ident_coreinst/IICE_INST/b3_SoW/genblk9.b7_nYJ_BFM[3]:EN,
ident_coreinst/IICE_INST/b3_SoW/genblk9.b7_nYJ_BFM[3]:Q,
ident_coreinst/IICE_INST/b3_SoW/genblk9.b7_nYJ_BFM[3]:SLn,
ident_coreinst/IICE_INST/b5_nUTGT/iicestat_reg_r1[12]:CLK,
ident_coreinst/IICE_INST/b5_nUTGT/iicestat_reg_r1[12]:D,
ident_coreinst/IICE_INST/b5_nUTGT/iicestat_reg_r1[12]:Q,
ident_coreinst/IICE_INST/b5_nUTGT/genblk5.b12_uRrc2XfY_rbN_5[21]:A,
ident_coreinst/IICE_INST/b5_nUTGT/genblk5.b12_uRrc2XfY_rbN_5[21]:B,
ident_coreinst/IICE_INST/b5_nUTGT/genblk5.b12_uRrc2XfY_rbN_5[21]:C,
ident_coreinst/IICE_INST/b5_nUTGT/genblk5.b12_uRrc2XfY_rbN_5[21]:Y,
clk_ccc/PF_CCC_C0_0/pll_inst_0_1:A,
clk_ccc/PF_CCC_C0_0/pll_inst_0_1:Y,
ident_coreinst/IICE_INST/b5_nUTGT/genblk5.b12_uRrc2XfY_rbN[15]:CLK,
ident_coreinst/IICE_INST/b5_nUTGT/genblk5.b12_uRrc2XfY_rbN[15]:D,
ident_coreinst/IICE_INST/b5_nUTGT/genblk5.b12_uRrc2XfY_rbN[15]:EN,
ident_coreinst/IICE_INST/b5_nUTGT/genblk5.b12_uRrc2XfY_rbN[15]:Q,
ident_coreinst/IICE_INST/b5_nUTGT/b6_Ocm0rW[2]:A,2533
ident_coreinst/IICE_INST/b5_nUTGT/b6_Ocm0rW[2]:B,7510
ident_coreinst/IICE_INST/b5_nUTGT/b6_Ocm0rW[2]:C,777
ident_coreinst/IICE_INST/b5_nUTGT/b6_Ocm0rW[2]:D,1530
ident_coreinst/IICE_INST/b5_nUTGT/b6_Ocm0rW[2]:Y,777
ident_coreinst/IICE_INST/b5_nUTGT/genblk5.b12_uRrc2XfY_rbN_5[5]:A,
ident_coreinst/IICE_INST/b5_nUTGT/genblk5.b12_uRrc2XfY_rbN_5[5]:B,
ident_coreinst/IICE_INST/b5_nUTGT/genblk5.b12_uRrc2XfY_rbN_5[5]:C,
ident_coreinst/IICE_INST/b5_nUTGT/genblk5.b12_uRrc2XfY_rbN_5[5]:Y,
ident_coreinst/IICE_INST/b5_nUTGT/b13_nAzGfFM_sLsv3[11]:CLK,802
ident_coreinst/IICE_INST/b5_nUTGT/b13_nAzGfFM_sLsv3[11]:D,2249
ident_coreinst/IICE_INST/b5_nUTGT/b13_nAzGfFM_sLsv3[11]:Q,802
ident_coreinst/comm_block_INST/jtagi/b9_96_cLqgOF5:A,
ident_coreinst/comm_block_INST/jtagi/b9_96_cLqgOF5:B,
ident_coreinst/comm_block_INST/jtagi/b9_96_cLqgOF5:C,
ident_coreinst/comm_block_INST/jtagi/b9_96_cLqgOF5:D,
ident_coreinst/comm_block_INST/jtagi/b9_96_cLqgOF5:Y,
ident_coreinst/IICE_INST/b5_nUTGT/iclksync_current_state/b5_uU_cL:CLK,6694
ident_coreinst/IICE_INST/b5_nUTGT/iclksync_current_state/b5_uU_cL:D,8165
ident_coreinst/IICE_INST/b5_nUTGT/iclksync_current_state/b5_uU_cL:Q,6694
ident_coreinst/IICE_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9_10[2]:A,
ident_coreinst/IICE_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9_10[2]:B,
ident_coreinst/IICE_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9_10[2]:C,
ident_coreinst/IICE_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9_10[2]:Y,
ident_coreinst/comm_block_INST/b7_Rcmi_ql/b9_OvyH3_saL[1]:CLK,
ident_coreinst/comm_block_INST/b7_Rcmi_ql/b9_OvyH3_saL[1]:D,
ident_coreinst/comm_block_INST/b7_Rcmi_ql/b9_OvyH3_saL[1]:EN,
ident_coreinst/comm_block_INST/b7_Rcmi_ql/b9_OvyH3_saL[1]:Q,
ident_coreinst/IICE_INST/b5_nUTGT/iclksync_status/dst_req_d_RNIRU5KD:A,
ident_coreinst/IICE_INST/b5_nUTGT/iclksync_status/dst_req_d_RNIRU5KD:B,
ident_coreinst/IICE_INST/b5_nUTGT/iclksync_status/dst_req_d_RNIRU5KD:C,
ident_coreinst/IICE_INST/b5_nUTGT/iclksync_status/dst_req_d_RNIRU5KD:Y,
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk4.genblk1[1].b13_oRB_MqCD2_t_x_RNI0PECR2[1]:B,1649
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk4.genblk1[1].b13_oRB_MqCD2_t_x_RNI0PECR2[1]:C,564
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk4.genblk1[1].b13_oRB_MqCD2_t_x_RNI0PECR2[1]:CC,
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk4.genblk1[1].b13_oRB_MqCD2_t_x_RNI0PECR2[1]:D,-143
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk4.genblk1[1].b13_oRB_MqCD2_t_x_RNI0PECR2[1]:P,1006
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk4.genblk1[1].b13_oRB_MqCD2_t_x_RNI0PECR2[1]:Y,-143
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk4.genblk1[1].b13_oRB_MqCD2_t_x_RNI0PECR2[1]:Y3,
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk4.genblk1[1].b13_oRB_MqCD2_t_x_RNI0PECR2[1]:Y3A,
ident_coreinst/IICE_INST/b3_SoW/virOut/genblk1.b13_PLF_2grFt_FH9[13]:CLK,
ident_coreinst/IICE_INST/b3_SoW/virOut/genblk1.b13_PLF_2grFt_FH9[13]:D,
ident_coreinst/IICE_INST/b3_SoW/virOut/genblk1.b13_PLF_2grFt_FH9[13]:EN,
ident_coreinst/IICE_INST/b3_SoW/virOut/genblk1.b13_PLF_2grFt_FH9[13]:Q,
ident_coreinst/IICE_INST/b3_SoW/virOut/genblk1.b13_PLF_2grFt_FH9[13]:SLn,
ident_coreinst/IICE_INST/b3_SoW/m6_4:A,
ident_coreinst/IICE_INST/b3_SoW/m6_4:B,
ident_coreinst/IICE_INST/b3_SoW/m6_4:C,
ident_coreinst/IICE_INST/b3_SoW/m6_4:D,
ident_coreinst/IICE_INST/b3_SoW/m6_4:Y,
ident_coreinst/IICE_INST/b3_SoW/b8_jAA_KlCO_0_sqmuxa_8:A,5781
ident_coreinst/IICE_INST/b3_SoW/b8_jAA_KlCO_0_sqmuxa_8:B,5744
ident_coreinst/IICE_INST/b3_SoW/b8_jAA_KlCO_0_sqmuxa_8:C,4790
ident_coreinst/IICE_INST/b3_SoW/b8_jAA_KlCO_0_sqmuxa_8:D,4746
ident_coreinst/IICE_INST/b3_SoW/b8_jAA_KlCO_0_sqmuxa_8:Y,4746
ident_coreinst/IICE_INST/b5_nUTGT/iicestat_reg_r0[11]:CLK,
ident_coreinst/IICE_INST/b5_nUTGT/iicestat_reg_r0[11]:D,
ident_coreinst/IICE_INST/b5_nUTGT/iicestat_reg_r0[11]:Q,
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b9_SoW_TWsrw_b9_SoW_TWsrw_0_0/CFG_23:B,2846
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b9_SoW_TWsrw_b9_SoW_TWsrw_0_0/CFG_23:C,
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b9_SoW_TWsrw_b9_SoW_TWsrw_0_0/CFG_23:IPB,2846
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b9_SoW_TWsrw_b9_SoW_TWsrw_0_0/CFG_23:IPC,
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b9_SoW_TWsrw_b9_SoW_TWsrw_0_0/CFG_23:IPD,
ident_coreinst/IICE_INST/b5_nUTGT/genblk5.b12_uRrc2XfY_rbN_5[9]:A,
ident_coreinst/IICE_INST/b5_nUTGT/genblk5.b12_uRrc2XfY_rbN_5[9]:B,
ident_coreinst/IICE_INST/b5_nUTGT/genblk5.b12_uRrc2XfY_rbN_5[9]:C,
ident_coreinst/IICE_INST/b5_nUTGT/genblk5.b12_uRrc2XfY_rbN_5[9]:Y,
ident_coreinst/IICE_INST/b8_uKr_IFLY/b9_OFWNT9_ab_0_a2:A,
ident_coreinst/IICE_INST/b8_uKr_IFLY/b9_OFWNT9_ab_0_a2:B,
ident_coreinst/IICE_INST/b8_uKr_IFLY/b9_OFWNT9_ab_0_a2:C,
ident_coreinst/IICE_INST/b8_uKr_IFLY/b9_OFWNT9_ab_0_a2:D,
ident_coreinst/IICE_INST/b8_uKr_IFLY/b9_OFWNT9_ab_0_a2:Y,
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk4.genblk1[1].b13_oRB_MqCD2_t_x[1]:CLK,1445
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk4.genblk1[1].b13_oRB_MqCD2_t_x[1]:D,9111
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk4.genblk1[1].b13_oRB_MqCD2_t_x[1]:Q,1445
clkDiv/un1_counter_1_cry_12:B,
clkDiv/un1_counter_1_cry_12:CC,
clkDiv/un1_counter_1_cry_12:P,
clkDiv/un1_counter_1_cry_12:S,
clkDiv/un1_counter_1_cry_12:Y3,
clkDiv/un1_counter_1_cry_12:Y3A,
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk4.b12_oFTt_v5rb3b4:A,5794
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk4.b12_oFTt_v5rb3b4:B,5757
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk4.b12_oFTt_v5rb3b4:C,4803
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk4.b12_oFTt_v5rb3b4:D,4803
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk4.b12_oFTt_v5rb3b4:Y,4803
I_1/U0:A,
I_1/U0:Y,
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk4.b5_PRWcJ[0]:CLK,6733
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk4.b5_PRWcJ[0]:D,8337
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk4.b5_PRWcJ[0]:Q,6733
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk4.b5_PRWcJ[0]:SLn,638
ident_coreinst/IICE_INST/b3_SoW/genblk9.b9_v_mzCDYXs[4]:CLK,
ident_coreinst/IICE_INST/b3_SoW/genblk9.b9_v_mzCDYXs[4]:D,
ident_coreinst/IICE_INST/b3_SoW/genblk9.b9_v_mzCDYXs[4]:Q,
ident_coreinst/IICE_INST/b3_SoW/genblk9.b9_v_mzCDYXs[4]:SLn,
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk4.b9_oRB_IFM_2[11]:CLK,2849
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk4.b9_oRB_IFM_2[11]:D,9082
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk4.b9_oRB_IFM_2[11]:Q,2849
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk4.b9_oRB_IFM_2[11]:SLn,2184
ident_coreinst/IICE_INST/b5_nUTGT/iicestat_reg_r1[21]:CLK,
ident_coreinst/IICE_INST/b5_nUTGT/iicestat_reg_r1[21]:D,
ident_coreinst/IICE_INST/b5_nUTGT/iicestat_reg_r1[21]:Q,
ident_coreinst/IICE_INST/b3_SoW/b8_FZFFLXYE[8]:CLK,
ident_coreinst/IICE_INST/b3_SoW/b8_FZFFLXYE[8]:D,9088
ident_coreinst/IICE_INST/b3_SoW/b8_FZFFLXYE[8]:EN,1362
ident_coreinst/IICE_INST/b3_SoW/b8_FZFFLXYE[8]:Q,
ident_coreinst/IICE_INST/b3_SoW/b8_FZFFLXYE[8]:SLn,7930
ident_coreinst/IICE_INST/b4_PfFz/b5_PbrtL/b6_OKctIF[2]:CLK,
ident_coreinst/IICE_INST/b4_PfFz/b5_PbrtL/b6_OKctIF[2]:D,
ident_coreinst/IICE_INST/b4_PfFz/b5_PbrtL/b6_OKctIF[2]:EN,
ident_coreinst/IICE_INST/b4_PfFz/b5_PbrtL/b6_OKctIF[2]:Q,
ident_coreinst/IICE_INST/b5_nUTGT/cntrl_chain/b15_vABZ3qsY_ub3Rme3:A,
ident_coreinst/IICE_INST/b5_nUTGT/cntrl_chain/b15_vABZ3qsY_ub3Rme3:B,
ident_coreinst/IICE_INST/b5_nUTGT/cntrl_chain/b15_vABZ3qsY_ub3Rme3:C,
ident_coreinst/IICE_INST/b5_nUTGT/cntrl_chain/b15_vABZ3qsY_ub3Rme3:D,
ident_coreinst/IICE_INST/b5_nUTGT/cntrl_chain/b15_vABZ3qsY_ub3Rme3:Y,
ident_coreinst/IICE_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9[12]:CLK,
ident_coreinst/IICE_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9[12]:D,
ident_coreinst/IICE_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9[12]:EN,
ident_coreinst/IICE_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9[12]:Q,
ident_coreinst/IICE_INST/b3_SoW/virOut/genblk1.b13_PLF_2grFt_FH9[30]:CLK,
ident_coreinst/IICE_INST/b3_SoW/virOut/genblk1.b13_PLF_2grFt_FH9[30]:D,
ident_coreinst/IICE_INST/b3_SoW/virOut/genblk1.b13_PLF_2grFt_FH9[30]:EN,
ident_coreinst/IICE_INST/b3_SoW/virOut/genblk1.b13_PLF_2grFt_FH9[30]:Q,
ident_coreinst/IICE_INST/b3_SoW/virOut/genblk1.b13_PLF_2grFt_FH9[30]:SLn,
ident_coreinst/IICE_INST/b5_nUTGT/iicestat_reg_r0[20]:CLK,
ident_coreinst/IICE_INST/b5_nUTGT/iicestat_reg_r0[20]:D,
ident_coreinst/IICE_INST/b5_nUTGT/iicestat_reg_r0[20]:Q,
ident_coreinst/IICE_INST/b3_SoW/genblk9.b3_PfG[6]:CLK,
ident_coreinst/IICE_INST/b3_SoW/genblk9.b3_PfG[6]:D,
ident_coreinst/IICE_INST/b3_SoW/genblk9.b3_PfG[6]:EN,
ident_coreinst/IICE_INST/b3_SoW/genblk9.b3_PfG[6]:Q,
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b9_SoW_TWsrw_b9_SoW_TWsrw_0_0/CFG_19:B,2856
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b9_SoW_TWsrw_b9_SoW_TWsrw_0_0/CFG_19:C,
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b9_SoW_TWsrw_b9_SoW_TWsrw_0_0/CFG_19:IPB,2856
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b9_SoW_TWsrw_b9_SoW_TWsrw_0_0/CFG_19:IPC,
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b9_SoW_TWsrw_b9_SoW_TWsrw_0_0/CFG_19:IPD,
slave/ready_r:A,8364
slave/ready_r:B,
slave/ready_r:Y,8364
ident_coreinst/IICE_INST/b5_nUTGT/iclksync_current_state/b4_oYh0[2]:CLK,
ident_coreinst/IICE_INST/b5_nUTGT/iclksync_current_state/b4_oYh0[2]:D,
ident_coreinst/IICE_INST/b5_nUTGT/iclksync_current_state/b4_oYh0[2]:EN,
ident_coreinst/IICE_INST/b5_nUTGT/iclksync_current_state/b4_oYh0[2]:Q,
ident_coreinst/IICE_INST/b5_nUTGT/iclksync_current_state/b4_oYh0[2]:SLn,
ident_coreinst/IICE_INST/b5_nUTGT/cntrl_chain/genblk2.b3_nUT[7]:CLK,
ident_coreinst/IICE_INST/b5_nUTGT/cntrl_chain/genblk2.b3_nUT[7]:D,
ident_coreinst/IICE_INST/b5_nUTGT/cntrl_chain/genblk2.b3_nUT[7]:EN,
ident_coreinst/IICE_INST/b5_nUTGT/cntrl_chain/genblk2.b3_nUT[7]:Q,
ident_coreinst/IICE_INST/b5_nUTGT/b13_nAzGfFM_sLsv3_srsts_i_1[4]:A,7397
ident_coreinst/IICE_INST/b5_nUTGT/b13_nAzGfFM_sLsv3_srsts_i_1[4]:B,1492
ident_coreinst/IICE_INST/b5_nUTGT/b13_nAzGfFM_sLsv3_srsts_i_1[4]:C,
ident_coreinst/IICE_INST/b5_nUTGT/b13_nAzGfFM_sLsv3_srsts_i_1[4]:D,7231
ident_coreinst/IICE_INST/b5_nUTGT/b13_nAzGfFM_sLsv3_srsts_i_1[4]:Y,1492
clkDiv/counter[1]:CLK,
clkDiv/counter[1]:D,
clkDiv/counter[1]:Q,
ident_coreinst/IICE_INST/b3_SoW/genblk9.b9_v_mzCDYXsc_4:A,
ident_coreinst/IICE_INST/b3_SoW/genblk9.b9_v_mzCDYXsc_4:B,
ident_coreinst/IICE_INST/b3_SoW/genblk9.b9_v_mzCDYXsc_4:Y,
clkDiv/counter6_10:A,
clkDiv/counter6_10:B,
clkDiv/counter6_10:C,
clkDiv/counter6_10:D,
clkDiv/counter6_10:Y,
outBit4_obuf/U_IOTRI:D,
outBit4_obuf/U_IOTRI:DOUT,
outBit4_obuf/U_IOTRI:EOUT,
ident_coreinst/IICE_INST/b5_nUTGT/genblk5.b12_uRrc2XfY_rbN_5[25]:A,
ident_coreinst/IICE_INST/b5_nUTGT/genblk5.b12_uRrc2XfY_rbN_5[25]:B,
ident_coreinst/IICE_INST/b5_nUTGT/genblk5.b12_uRrc2XfY_rbN_5[25]:C,
ident_coreinst/IICE_INST/b5_nUTGT/genblk5.b12_uRrc2XfY_rbN_5[25]:Y,
ident_coreinst/IICE_INST/b5_nUTGT/b13_nAzGfFM_sLsv3_srsts_0_a3_0_3_0[9]:A,
ident_coreinst/IICE_INST/b5_nUTGT/b13_nAzGfFM_sLsv3_srsts_0_a3_0_3_0[9]:B,2221
ident_coreinst/IICE_INST/b5_nUTGT/b13_nAzGfFM_sLsv3_srsts_0_a3_0_3_0[9]:C,603
ident_coreinst/IICE_INST/b5_nUTGT/b13_nAzGfFM_sLsv3_srsts_0_a3_0_3_0[9]:Y,603
ident_coreinst/IICE_INST/b3_SoW/genblk9.b3_PfG[9]:CLK,
ident_coreinst/IICE_INST/b3_SoW/genblk9.b3_PfG[9]:D,
ident_coreinst/IICE_INST/b3_SoW/genblk9.b3_PfG[9]:EN,
ident_coreinst/IICE_INST/b3_SoW/genblk9.b3_PfG[9]:Q,
ident_coreinst/IICE_INST/b3_SoW/b9_PSyil9s_2:CLK,7340
ident_coreinst/IICE_INST/b3_SoW/b9_PSyil9s_2:D,3973
ident_coreinst/IICE_INST/b3_SoW/b9_PSyil9s_2:Q,7340
ident_coreinst/comm_block_INST/b9_ORb_xNywD/genblk1.b3_ORb[31]:CLK,
ident_coreinst/comm_block_INST/b9_ORb_xNywD/genblk1.b3_ORb[31]:D,
ident_coreinst/comm_block_INST/b9_ORb_xNywD/genblk1.b3_ORb[31]:EN,
ident_coreinst/comm_block_INST/b9_ORb_xNywD/genblk1.b3_ORb[31]:Q,
ident_coreinst/comm_block_INST/b9_ORb_xNywD/genblk1.b3_ORb[31]:SLn,
ident_coreinst/IICE_INST/b3_SoW/genblk9.b3_PfG[14]:CLK,
ident_coreinst/IICE_INST/b3_SoW/genblk9.b3_PfG[14]:D,
ident_coreinst/IICE_INST/b3_SoW/genblk9.b3_PfG[14]:EN,
ident_coreinst/IICE_INST/b3_SoW/genblk9.b3_PfG[14]:Q,
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk4.b8_2S5I_CuY:CLK,816
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk4.b8_2S5I_CuY:D,749
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk4.b8_2S5I_CuY:EN,537
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk4.b8_2S5I_CuY:Q,816
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk4.b8_2S5I_CuY:SLn,3099
clkDiv/counter[16]:CLK,
clkDiv/counter[16]:D,
clkDiv/counter[16]:Q,
clkDiv/counter[16]:SLn,
ident_coreinst/IICE_INST/b5_nUTGT/iicestat_reg_r1[8]:CLK,
ident_coreinst/IICE_INST/b5_nUTGT/iicestat_reg_r1[8]:D,
ident_coreinst/IICE_INST/b5_nUTGT/iicestat_reg_r1[8]:Q,
ident_coreinst/comm_block_INST/b9_ORb_xNywD/genblk1.b3_ORb[19]:CLK,
ident_coreinst/comm_block_INST/b9_ORb_xNywD/genblk1.b3_ORb[19]:D,
ident_coreinst/comm_block_INST/b9_ORb_xNywD/genblk1.b3_ORb[19]:EN,
ident_coreinst/comm_block_INST/b9_ORb_xNywD/genblk1.b3_ORb[19]:Q,
ident_coreinst/comm_block_INST/b9_ORb_xNywD/genblk1.b3_ORb[19]:SLn,
ident_coreinst/comm_block_INST/b7_Rcmi_ql/b9_OvyH3_saL[6]:CLK,
ident_coreinst/comm_block_INST/b7_Rcmi_ql/b9_OvyH3_saL[6]:D,
ident_coreinst/comm_block_INST/b7_Rcmi_ql/b9_OvyH3_saL[6]:EN,
ident_coreinst/comm_block_INST/b7_Rcmi_ql/b9_OvyH3_saL[6]:Q,
ident_coreinst/IICE_INST/b5_nUTGT/genblk5.b12_uRrc2XfY_rbN_5[8]:A,
ident_coreinst/IICE_INST/b5_nUTGT/genblk5.b12_uRrc2XfY_rbN_5[8]:B,
ident_coreinst/IICE_INST/b5_nUTGT/genblk5.b12_uRrc2XfY_rbN_5[8]:C,
ident_coreinst/IICE_INST/b5_nUTGT/genblk5.b12_uRrc2XfY_rbN_5[8]:Y,
clkDiv/un1_counter_1_cry_4:B,
clkDiv/un1_counter_1_cry_4:CC,
clkDiv/un1_counter_1_cry_4:P,
clkDiv/un1_counter_1_cry_4:S,
clkDiv/un1_counter_1_cry_4:Y3,
clkDiv/un1_counter_1_cry_4:Y3A,
ident_coreinst/IICE_INST/b5_nUTGT/genblk4.b7_nYhI39s[9]:CLK,4794
ident_coreinst/IICE_INST/b5_nUTGT/genblk4.b7_nYhI39s[9]:D,1395
ident_coreinst/IICE_INST/b5_nUTGT/genblk4.b7_nYhI39s[9]:EN,278
ident_coreinst/IICE_INST/b5_nUTGT/genblk4.b7_nYhI39s[9]:Q,4794
ident_coreinst/IICE_INST/b5_nUTGT/cntrl_chain/b10_nUT_M9kYfr[0]:CLK,
ident_coreinst/IICE_INST/b5_nUTGT/cntrl_chain/b10_nUT_M9kYfr[0]:D,
