pin,slack
clkDiv/counter[0]:CLK,
clkDiv/counter[0]:D,
clkDiv/counter[0]:Q,
clkDiv/counter[0]:SLn,
ident_coreinst/IICE_INST/b3_SoW/m6_0:A,
ident_coreinst/IICE_INST/b3_SoW/m6_0:B,
ident_coreinst/IICE_INST/b3_SoW/m6_0:Y,
clkDiv/N_1_inferred_clock_RNI2PS36/U0:A,
clkDiv/N_1_inferred_clock_RNI2PS36/U0:Y,
ident_coreinst/IICE_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9[7]:CLK,
ident_coreinst/IICE_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9[7]:D,
ident_coreinst/IICE_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9[7]:EN,
ident_coreinst/IICE_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9[7]:Q,
ident_coreinst/IICE_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9[6]:CLK,
ident_coreinst/IICE_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9[6]:D,
ident_coreinst/IICE_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9[6]:EN,
ident_coreinst/IICE_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9[6]:Q,
ident_coreinst/IICE_INST/b5_nUTGT/genblk4.b10_nYhI3_umjB:CLK,2444
ident_coreinst/IICE_INST/b5_nUTGT/genblk4.b10_nYhI3_umjB:D,1591
ident_coreinst/IICE_INST/b5_nUTGT/genblk4.b10_nYhI3_umjB:EN,478
ident_coreinst/IICE_INST/b5_nUTGT/genblk4.b10_nYhI3_umjB:Q,2444
ident_coreinst/IICE_INST/b5_nUTGT/iclksync_status/b4_oYh0[3]:CLK,
ident_coreinst/IICE_INST/b5_nUTGT/iclksync_status/b4_oYh0[3]:D,
ident_coreinst/IICE_INST/b5_nUTGT/iclksync_status/b4_oYh0[3]:EN,
ident_coreinst/IICE_INST/b5_nUTGT/iclksync_status/b4_oYh0[3]:Q,
ident_coreinst/IICE_INST/b5_nUTGT/iclksync_status/b4_oYh0[3]:SLn,
ident_coreinst/comm_block_INST/b9_ORb_xNywD/genblk1.b3_ORb[21]:CLK,
ident_coreinst/comm_block_INST/b9_ORb_xNywD/genblk1.b3_ORb[21]:D,
ident_coreinst/comm_block_INST/b9_ORb_xNywD/genblk1.b3_ORb[21]:EN,
ident_coreinst/comm_block_INST/b9_ORb_xNywD/genblk1.b3_ORb[21]:Q,
ident_coreinst/comm_block_INST/b9_ORb_xNywD/genblk1.b3_ORb[21]:SLn,
ident_coreinst/IICE_INST/b5_nUTGT/iicestat_reg_r0[7]:CLK,
ident_coreinst/IICE_INST/b5_nUTGT/iicestat_reg_r0[7]:D,
ident_coreinst/IICE_INST/b5_nUTGT/iicestat_reg_r0[7]:Q,
ident_coreinst/comm_block_INST/b9_ORb_xNywD/genblk1.b3_ORb[10]:CLK,
ident_coreinst/comm_block_INST/b9_ORb_xNywD/genblk1.b3_ORb[10]:D,
ident_coreinst/comm_block_INST/b9_ORb_xNywD/genblk1.b3_ORb[10]:EN,
ident_coreinst/comm_block_INST/b9_ORb_xNywD/genblk1.b3_ORb[10]:Q,
ident_coreinst/comm_block_INST/b9_ORb_xNywD/genblk1.b3_ORb[10]:SLn,
ident_coreinst/IICE_INST/b5_nUTGT/genblk4.un1_b9_2FszJ_rG1:A,644
ident_coreinst/IICE_INST/b5_nUTGT/genblk4.un1_b9_2FszJ_rG1:B,478
ident_coreinst/IICE_INST/b5_nUTGT/genblk4.un1_b9_2FszJ_rG1:C,1297
ident_coreinst/IICE_INST/b5_nUTGT/genblk4.un1_b9_2FszJ_rG1:Y,478
ident_coreinst/IICE_INST/b3_SoW/un1_genblk9.b9_v_mzCDYXs_cry_0_cy:A,
ident_coreinst/IICE_INST/b3_SoW/un1_genblk9.b9_v_mzCDYXs_cry_0_cy:B,
ident_coreinst/IICE_INST/b3_SoW/un1_genblk9.b9_v_mzCDYXs_cry_0_cy:C,
ident_coreinst/IICE_INST/b3_SoW/un1_genblk9.b9_v_mzCDYXs_cry_0_cy:CC,
ident_coreinst/IICE_INST/b3_SoW/un1_genblk9.b9_v_mzCDYXs_cry_0_cy:D,
ident_coreinst/IICE_INST/b3_SoW/un1_genblk9.b9_v_mzCDYXs_cry_0_cy:P,
ident_coreinst/IICE_INST/b3_SoW/un1_genblk9.b9_v_mzCDYXs_cry_0_cy:Y3,
ident_coreinst/IICE_INST/b3_SoW/un1_genblk9.b9_v_mzCDYXs_cry_0_cy:Y3A,
ident_coreinst/IICE_INST/b3_SoW/genblk9.b7_nYJ_BFM[0]:CLK,
ident_coreinst/IICE_INST/b3_SoW/genblk9.b7_nYJ_BFM[0]:D,
ident_coreinst/IICE_INST/b3_SoW/genblk9.b7_nYJ_BFM[0]:EN,
ident_coreinst/IICE_INST/b3_SoW/genblk9.b7_nYJ_BFM[0]:Q,
ident_coreinst/IICE_INST/b3_SoW/genblk9.b7_nYJ_BFM[0]:SLn,
ident_coreinst/IICE_INST/b5_nUTGT/cntrl_chain/b10_nUT_M9kYfr[2]:CLK,
ident_coreinst/IICE_INST/b5_nUTGT/cntrl_chain/b10_nUT_M9kYfr[2]:D,
ident_coreinst/IICE_INST/b5_nUTGT/cntrl_chain/b10_nUT_M9kYfr[2]:EN,
ident_coreinst/IICE_INST/b5_nUTGT/cntrl_chain/b10_nUT_M9kYfr[2]:Q,
ident_coreinst/IICE_INST/b5_nUTGT/b13_nAzGfFM_sLsv3[5]:CLK,638
ident_coreinst/IICE_INST/b5_nUTGT/b13_nAzGfFM_sLsv3[5]:D,1529
ident_coreinst/IICE_INST/b5_nUTGT/b13_nAzGfFM_sLsv3[5]:EN,1275
ident_coreinst/IICE_INST/b5_nUTGT/b13_nAzGfFM_sLsv3[5]:Q,638
ident_coreinst/IICE_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9[22]:CLK,
ident_coreinst/IICE_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9[22]:D,
ident_coreinst/IICE_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9[22]:EN,
ident_coreinst/IICE_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9[22]:Q,
ident_coreinst/IICE_INST/b5_nUTGT/b13_nAzGfFM_sLsv3[6]:CLK,616
ident_coreinst/IICE_INST/b5_nUTGT/b13_nAzGfFM_sLsv3[6]:D,1529
ident_coreinst/IICE_INST/b5_nUTGT/b13_nAzGfFM_sLsv3[6]:EN,1275
ident_coreinst/IICE_INST/b5_nUTGT/b13_nAzGfFM_sLsv3[6]:Q,616
ident_coreinst/IICE_INST/b5_nUTGT/b13_nAzGfFM_sLsv3ce[9]:A,1422
ident_coreinst/IICE_INST/b5_nUTGT/b13_nAzGfFM_sLsv3ce[9]:B,2266
ident_coreinst/IICE_INST/b5_nUTGT/b13_nAzGfFM_sLsv3ce[9]:C,603
ident_coreinst/IICE_INST/b5_nUTGT/b13_nAzGfFM_sLsv3ce[9]:Y,603
clkDiv/un1_counter_1_cry_13:B,
clkDiv/un1_counter_1_cry_13:CC,
clkDiv/un1_counter_1_cry_13:P,
clkDiv/un1_counter_1_cry_13:S,
clkDiv/un1_counter_1_cry_13:Y3,
clkDiv/un1_counter_1_cry_13:Y3A,
ident_coreinst/comm_block_INST/jtagi/b9_nv_oQwfYF_RNIVIS37/U0:A,
ident_coreinst/comm_block_INST/jtagi/b9_nv_oQwfYF_RNIVIS37/U0:Y,
ident_coreinst/IICE_INST/b3_SoW/virOut/genblk1.b13_PLF_2grFt_FH9[6]:CLK,
ident_coreinst/IICE_INST/b3_SoW/virOut/genblk1.b13_PLF_2grFt_FH9[6]:D,
ident_coreinst/IICE_INST/b3_SoW/virOut/genblk1.b13_PLF_2grFt_FH9[6]:EN,
ident_coreinst/IICE_INST/b3_SoW/virOut/genblk1.b13_PLF_2grFt_FH9[6]:Q,
ident_coreinst/IICE_INST/b3_SoW/virOut/genblk1.b13_PLF_2grFt_FH9[6]:SLn,
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk2.b5_oRB_C[8]:CLK,5794
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk2.b5_oRB_C[8]:D,9111
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk2.b5_oRB_C[8]:Q,5794
ident_coreinst/IICE_INST/b5_nUTGT/b13_nAzGfFM_sLsv3_srsts_0[5]:A,1550
ident_coreinst/IICE_INST/b5_nUTGT/b13_nAzGfFM_sLsv3_srsts_0[5]:B,3278
ident_coreinst/IICE_INST/b5_nUTGT/b13_nAzGfFM_sLsv3_srsts_0[5]:C,1529
ident_coreinst/IICE_INST/b5_nUTGT/b13_nAzGfFM_sLsv3_srsts_0[5]:Y,1529
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b9_SoW_TWsrw_b9_SoW_TWsrw_0_0/CFG_25:B,2827
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b9_SoW_TWsrw_b9_SoW_TWsrw_0_0/CFG_25:C,
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b9_SoW_TWsrw_b9_SoW_TWsrw_0_0/CFG_25:IPB,2827
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b9_SoW_TWsrw_b9_SoW_TWsrw_0_0/CFG_25:IPC,
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b9_SoW_TWsrw_b9_SoW_TWsrw_0_0/CFG_25:IPD,
ident_coreinst/IICE_INST/b5_nUTGT/iicestat_reg_r0[13]:CLK,
ident_coreinst/IICE_INST/b5_nUTGT/iicestat_reg_r0[13]:D,
ident_coreinst/IICE_INST/b5_nUTGT/iicestat_reg_r0[13]:Q,
clkDiv/counter6_16:A,
clkDiv/counter6_16:B,
clkDiv/counter6_16:C,
clkDiv/counter6_16:D,
clkDiv/counter6_16:Y,
ident_coreinst/IICE_INST/b3_SoW/virOut/genblk1.b13_PLF_2grFt_FH9[17]:CLK,
ident_coreinst/IICE_INST/b3_SoW/virOut/genblk1.b13_PLF_2grFt_FH9[17]:D,
ident_coreinst/IICE_INST/b3_SoW/virOut/genblk1.b13_PLF_2grFt_FH9[17]:EN,
ident_coreinst/IICE_INST/b3_SoW/virOut/genblk1.b13_PLF_2grFt_FH9[17]:Q,
ident_coreinst/IICE_INST/b3_SoW/virOut/genblk1.b13_PLF_2grFt_FH9[17]:SLn,
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b9_SoW_TWsrw_b9_SoW_TWsrw_0_0/CFG_11:B,2764
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b9_SoW_TWsrw_b9_SoW_TWsrw_0_0/CFG_11:C,
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b9_SoW_TWsrw_b9_SoW_TWsrw_0_0/CFG_11:IPB,2764
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b9_SoW_TWsrw_b9_SoW_TWsrw_0_0/CFG_11:IPC,
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b9_SoW_TWsrw_b9_SoW_TWsrw_0_0/CFG_11:IPD,
ident_coreinst/comm_block_INST/b9_ORb_xNywD/b3_ORb_0_sqmuxa_fast:A,
ident_coreinst/comm_block_INST/b9_ORb_xNywD/b3_ORb_0_sqmuxa_fast:B,
ident_coreinst/comm_block_INST/b9_ORb_xNywD/b3_ORb_0_sqmuxa_fast:Y,
ident_coreinst/IICE_INST/mdiclink_reg[7]:CLK,9111
ident_coreinst/IICE_INST/mdiclink_reg[7]:D,9105
ident_coreinst/IICE_INST/mdiclink_reg[7]:Q,9111
ident_coreinst/IICE_INST/b3_SoW/un1_b8_jAA_KlCO_0_sqmuxa_1_2_i_a2:A,
ident_coreinst/IICE_INST/b3_SoW/un1_b8_jAA_KlCO_0_sqmuxa_1_2_i_a2:B,
ident_coreinst/IICE_INST/b3_SoW/un1_b8_jAA_KlCO_0_sqmuxa_1_2_i_a2:Y,
ident_coreinst/IICE_INST/b5_nUTGT/iclksync_status/b7_OSr_J90_RNO:A,8361
ident_coreinst/IICE_INST/b5_nUTGT/iclksync_status/b7_OSr_J90_RNO:Y,8361
ident_coreinst/IICE_INST/b5_nUTGT/b13_nAzGfFM_sLsv3[2]:CLK,574
ident_coreinst/IICE_INST/b5_nUTGT/b13_nAzGfFM_sLsv3[2]:D,801
ident_coreinst/IICE_INST/b5_nUTGT/b13_nAzGfFM_sLsv3[2]:Q,574
ident_coreinst/IICE_INST/b3_SoW/virOut/genblk1.b13_PLF_2grFt_FH9[28]:CLK,
ident_coreinst/IICE_INST/b3_SoW/virOut/genblk1.b13_PLF_2grFt_FH9[28]:D,
ident_coreinst/IICE_INST/b3_SoW/virOut/genblk1.b13_PLF_2grFt_FH9[28]:EN,
ident_coreinst/IICE_INST/b3_SoW/virOut/genblk1.b13_PLF_2grFt_FH9[28]:Q,
ident_coreinst/IICE_INST/b3_SoW/virOut/genblk1.b13_PLF_2grFt_FH9[28]:SLn,
ident_coreinst/IICE_INST/b3_SoW/b8_jAA_KlCO_1:A,8364
ident_coreinst/IICE_INST/b3_SoW/b8_jAA_KlCO_1:B,7197
ident_coreinst/IICE_INST/b3_SoW/b8_jAA_KlCO_1:C,-143
ident_coreinst/IICE_INST/b3_SoW/b8_jAA_KlCO_1:Y,-143
ident_coreinst/IICE_INST/b5_nUTGT/iicestat_reg_r1[23]:CLK,
ident_coreinst/IICE_INST/b5_nUTGT/iicestat_reg_r1[23]:D,
ident_coreinst/IICE_INST/b5_nUTGT/iicestat_reg_r1[23]:Q,
ident_coreinst/IICE_INST/b5_nUTGT/cntrl_chain/b10_nfs_M9kYfr4:A,
ident_coreinst/IICE_INST/b5_nUTGT/cntrl_chain/b10_nfs_M9kYfr4:B,
ident_coreinst/IICE_INST/b5_nUTGT/cntrl_chain/b10_nfs_M9kYfr4:Y,
ident_coreinst/IICE_INST/b3_SoW/virOut/genblk1.b13_PLF_2grFt_FH9[15]:CLK,
ident_coreinst/IICE_INST/b3_SoW/virOut/genblk1.b13_PLF_2grFt_FH9[15]:D,
ident_coreinst/IICE_INST/b3_SoW/virOut/genblk1.b13_PLF_2grFt_FH9[15]:EN,
ident_coreinst/IICE_INST/b3_SoW/virOut/genblk1.b13_PLF_2grFt_FH9[15]:Q,
ident_coreinst/IICE_INST/b3_SoW/virOut/genblk1.b13_PLF_2grFt_FH9[15]:SLn,
ident_coreinst/IICE_INST/b3_SoW/genblk5.b11_oGA_BXsO_OT/genblk1.genblk1.b13_PLy_2grFt_FH912_0_a4:A,
ident_coreinst/IICE_INST/b3_SoW/genblk5.b11_oGA_BXsO_OT/genblk1.genblk1.b13_PLy_2grFt_FH912_0_a4:B,
ident_coreinst/IICE_INST/b3_SoW/genblk5.b11_oGA_BXsO_OT/genblk1.genblk1.b13_PLy_2grFt_FH912_0_a4:C,
ident_coreinst/IICE_INST/b3_SoW/genblk5.b11_oGA_BXsO_OT/genblk1.genblk1.b13_PLy_2grFt_FH912_0_a4:Y,
ident_coreinst/IICE_INST/b5_nUTGT/genblk5.b12_uRrc2XfY_rbN[13]:CLK,
ident_coreinst/IICE_INST/b5_nUTGT/genblk5.b12_uRrc2XfY_rbN[13]:D,
ident_coreinst/IICE_INST/b5_nUTGT/genblk5.b12_uRrc2XfY_rbN[13]:EN,
ident_coreinst/IICE_INST/b5_nUTGT/genblk5.b12_uRrc2XfY_rbN[13]:Q,
ident_coreinst/IICE_INST/b3_SoW/genblk9.b3_PfG[2]:CLK,
ident_coreinst/IICE_INST/b3_SoW/genblk9.b3_PfG[2]:D,
ident_coreinst/IICE_INST/b3_SoW/genblk9.b3_PfG[2]:EN,
ident_coreinst/IICE_INST/b3_SoW/genblk9.b3_PfG[2]:Q,
ident_coreinst/IICE_INST/b3_SoW/genblk4.b11_oGA_BXsO_OS/genblk2.b8_nczQ_DYg[5]:CLK,
ident_coreinst/IICE_INST/b3_SoW/genblk4.b11_oGA_BXsO_OS/genblk2.b8_nczQ_DYg[5]:D,
ident_coreinst/IICE_INST/b3_SoW/genblk4.b11_oGA_BXsO_OS/genblk2.b8_nczQ_DYg[5]:EN,
ident_coreinst/IICE_INST/b3_SoW/genblk4.b11_oGA_BXsO_OS/genblk2.b8_nczQ_DYg[5]:Q,
ident_coreinst/IICE_INST/b5_nUTGT/genblk4.b7_nYhI39s_lm_0[5]:A,8277
ident_coreinst/IICE_INST/b5_nUTGT/genblk4.b7_nYhI39s_lm_0[5]:B,7032
ident_coreinst/IICE_INST/b5_nUTGT/genblk4.b7_nYhI39s_lm_0[5]:C,3245
ident_coreinst/IICE_INST/b5_nUTGT/genblk4.b7_nYhI39s_lm_0[5]:D,1395
ident_coreinst/IICE_INST/b5_nUTGT/genblk4.b7_nYhI39s_lm_0[5]:Y,1395
ident_coreinst/comm_block_INST/b7_Rcmi_ql/b9_OvyH3_saL[3]:CLK,
ident_coreinst/comm_block_INST/b7_Rcmi_ql/b9_OvyH3_saL[3]:D,
ident_coreinst/comm_block_INST/b7_Rcmi_ql/b9_OvyH3_saL[3]:EN,
ident_coreinst/comm_block_INST/b7_Rcmi_ql/b9_OvyH3_saL[3]:Q,
ident_coreinst/IICE_INST/b5_nUTGT/iicestat_reg_r0[12]:CLK,
ident_coreinst/IICE_INST/b5_nUTGT/iicestat_reg_r0[12]:D,
ident_coreinst/IICE_INST/b5_nUTGT/iicestat_reg_r0[12]:Q,
ident_coreinst/IICE_INST/b5_nUTGT/genblk5.b12_uRrc2XfY_rbN[0]:CLK,
ident_coreinst/IICE_INST/b5_nUTGT/genblk5.b12_uRrc2XfY_rbN[0]:D,
ident_coreinst/IICE_INST/b5_nUTGT/genblk5.b12_uRrc2XfY_rbN[0]:EN,
ident_coreinst/IICE_INST/b5_nUTGT/genblk5.b12_uRrc2XfY_rbN[0]:Q,
ident_coreinst/IICE_INST/b5_nUTGT/b16_voSc3_gmasbb_fgm_0:A,8279
ident_coreinst/IICE_INST/b5_nUTGT/b16_voSc3_gmasbb_fgm_0:B,2364
ident_coreinst/IICE_INST/b5_nUTGT/b16_voSc3_gmasbb_fgm_0:C,2385
ident_coreinst/IICE_INST/b5_nUTGT/b16_voSc3_gmasbb_fgm_0:D,1403
ident_coreinst/IICE_INST/b5_nUTGT/b16_voSc3_gmasbb_fgm_0:Y,1403
ident_coreinst/IICE_INST/b5_nUTGT/iclksync_status/b8_uUT_CqMr[2]:CLK,
ident_coreinst/IICE_INST/b5_nUTGT/iclksync_status/b8_uUT_CqMr[2]:D,777
ident_coreinst/IICE_INST/b5_nUTGT/iclksync_status/b8_uUT_CqMr[2]:EN,8213
ident_coreinst/IICE_INST/b5_nUTGT/iclksync_status/b8_uUT_CqMr[2]:Q,
ident_coreinst/IICE_INST/b5_nUTGT/iclksync_status/b8_uUT_CqMr[2]:SLn,
ident_coreinst/IICE_INST/b3_SoW/genblk5.b11_oGA_BXsO_OT/genblk2.b8_nczQ_DYg[1]:CLK,
ident_coreinst/IICE_INST/b3_SoW/genblk5.b11_oGA_BXsO_OT/genblk2.b8_nczQ_DYg[1]:D,
ident_coreinst/IICE_INST/b3_SoW/genblk5.b11_oGA_BXsO_OT/genblk2.b8_nczQ_DYg[1]:EN,
ident_coreinst/IICE_INST/b3_SoW/genblk5.b11_oGA_BXsO_OT/genblk2.b8_nczQ_DYg[1]:Q,
ident_coreinst/IICE_INST/b3_SoW/genblk4.b11_oGA_BXsO_OS/genblk2.b8_nczQ_DYg[7]:CLK,
ident_coreinst/IICE_INST/b3_SoW/genblk4.b11_oGA_BXsO_OS/genblk2.b8_nczQ_DYg[7]:D,
ident_coreinst/IICE_INST/b3_SoW/genblk4.b11_oGA_BXsO_OS/genblk2.b8_nczQ_DYg[7]:EN,
ident_coreinst/IICE_INST/b3_SoW/genblk4.b11_oGA_BXsO_OS/genblk2.b8_nczQ_DYg[7]:Q,
ident_coreinst/IICE_INST/b5_nUTGT/iicestat_reg_r1[22]:CLK,
ident_coreinst/IICE_INST/b5_nUTGT/iicestat_reg_r1[22]:D,
ident_coreinst/IICE_INST/b5_nUTGT/iicestat_reg_r1[22]:Q,
ident_coreinst/IICE_INST/b5_nUTGT/b13_nAzGfFM_sLsv3_RNO[1]:A,8279
ident_coreinst/IICE_INST/b5_nUTGT/b13_nAzGfFM_sLsv3_RNO[1]:B,8304
ident_coreinst/IICE_INST/b5_nUTGT/b13_nAzGfFM_sLsv3_RNO[1]:C,635
ident_coreinst/IICE_INST/b5_nUTGT/b13_nAzGfFM_sLsv3_RNO[1]:D,696
ident_coreinst/IICE_INST/b5_nUTGT/b13_nAzGfFM_sLsv3_RNO[1]:Y,635
ident_coreinst/comm_block_INST/b9_ORb_xNywD/genblk1.b3_ORb[6]:CLK,
ident_coreinst/comm_block_INST/b9_ORb_xNywD/genblk1.b3_ORb[6]:D,
ident_coreinst/comm_block_INST/b9_ORb_xNywD/genblk1.b3_ORb[6]:EN,
ident_coreinst/comm_block_INST/b9_ORb_xNywD/genblk1.b3_ORb[6]:Q,
ident_coreinst/comm_block_INST/b9_ORb_xNywD/genblk1.b3_ORb[6]:SLn,
outBit3_obuf/U_IOPAD:D,
outBit3_obuf/U_IOPAD:E,
outBit3_obuf/U_IOPAD:PAD,
ident_coreinst/IICE_INST/b5_nUTGT/genblk5.b12_uRrc2XfY_rbN[1]:CLK,
ident_coreinst/IICE_INST/b5_nUTGT/genblk5.b12_uRrc2XfY_rbN[1]:D,
ident_coreinst/IICE_INST/b5_nUTGT/genblk5.b12_uRrc2XfY_rbN[1]:EN,
ident_coreinst/IICE_INST/b5_nUTGT/genblk5.b12_uRrc2XfY_rbN[1]:Q,
clkDiv/counter6_13:A,
clkDiv/counter6_13:B,
clkDiv/counter6_13:C,
clkDiv/counter6_13:D,
clkDiv/counter6_13:Y,
ident_coreinst/IICE_INST/b3_SoW/genblk5.b11_oGA_BXsO_OT/genblk1.genblk1.b13_PLy_2grFt_FH9[8]:CLK,
ident_coreinst/IICE_INST/b3_SoW/genblk5.b11_oGA_BXsO_OT/genblk1.genblk1.b13_PLy_2grFt_FH9[8]:D,
ident_coreinst/IICE_INST/b3_SoW/genblk5.b11_oGA_BXsO_OT/genblk1.genblk1.b13_PLy_2grFt_FH9[8]:EN,
ident_coreinst/IICE_INST/b3_SoW/genblk5.b11_oGA_BXsO_OT/genblk1.genblk1.b13_PLy_2grFt_FH9[8]:Q,
ident_coreinst/IICE_INST/b5_nUTGT/b16_voSc3_gmasbb_fgm_0_a3_0:A,2548
ident_coreinst/IICE_INST/b5_nUTGT/b16_voSc3_gmasbb_fgm_0_a3_0:B,2505
ident_coreinst/IICE_INST/b5_nUTGT/b16_voSc3_gmasbb_fgm_0_a3_0:C,2364
ident_coreinst/IICE_INST/b5_nUTGT/b16_voSc3_gmasbb_fgm_0_a3_0:Y,2364
ident_coreinst/IICE_INST/b5_nUTGT/b3_nUT[2]:CLK,3245
ident_coreinst/IICE_INST/b5_nUTGT/b3_nUT[2]:D,
ident_coreinst/IICE_INST/b5_nUTGT/b3_nUT[2]:Q,3245
ident_coreinst/IICE_INST/b5_nUTGT/b3_nUT[2]:SLn,
ident_coreinst/IICE_INST/b5_nUTGT/runstart_d:CLK,452
ident_coreinst/IICE_INST/b5_nUTGT/runstart_d:D,9088
ident_coreinst/IICE_INST/b5_nUTGT/runstart_d:Q,452
ident_coreinst/IICE_INST/b3_SoW/genblk9.b3_PfG_RNO[9]:A,
ident_coreinst/IICE_INST/b3_SoW/genblk9.b3_PfG_RNO[9]:B,
ident_coreinst/IICE_INST/b3_SoW/genblk9.b3_PfG_RNO[9]:C,
ident_coreinst/IICE_INST/b3_SoW/genblk9.b3_PfG_RNO[9]:D,
ident_coreinst/IICE_INST/b3_SoW/genblk9.b3_PfG_RNO[9]:Y,
ident_coreinst/IICE_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9[20]:CLK,
ident_coreinst/IICE_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9[20]:D,
ident_coreinst/IICE_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9[20]:EN,
ident_coreinst/IICE_INST/b3_SoW/samplerStatus/genblk1.b13_PLF_2grFt_FH9[20]:Q,
ident_coreinst/IICE_INST/b5_nUTGT/genblk5.b12_uRrc2XfY_rbN[7]:CLK,
ident_coreinst/IICE_INST/b5_nUTGT/genblk5.b12_uRrc2XfY_rbN[7]:D,
ident_coreinst/IICE_INST/b5_nUTGT/genblk5.b12_uRrc2XfY_rbN[7]:EN,
ident_coreinst/IICE_INST/b5_nUTGT/genblk5.b12_uRrc2XfY_rbN[7]:Q,
ident_coreinst/comm_block_INST/b9_ORb_xNywD/genblk1.b3_ORb[13]:CLK,
ident_coreinst/comm_block_INST/b9_ORb_xNywD/genblk1.b3_ORb[13]:D,
ident_coreinst/comm_block_INST/b9_ORb_xNywD/genblk1.b3_ORb[13]:EN,
ident_coreinst/comm_block_INST/b9_ORb_xNywD/genblk1.b3_ORb[13]:Q,
ident_coreinst/comm_block_INST/b9_ORb_xNywD/genblk1.b3_ORb[13]:SLn,
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b9_SoW_TWsrw_b9_SoW_TWsrw_0_0_RNO:A,
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b9_SoW_TWsrw_b9_SoW_TWsrw_0_0_RNO:B,
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b9_SoW_TWsrw_b9_SoW_TWsrw_0_0_RNO:C,
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b9_SoW_TWsrw_b9_SoW_TWsrw_0_0_RNO:Y,
ident_coreinst/comm_block_INST/jtagi/b9_PLF_6lNa2_1_RNO_5:A,
ident_coreinst/comm_block_INST/jtagi/b9_PLF_6lNa2_1_RNO_5:B,
ident_coreinst/comm_block_INST/jtagi/b9_PLF_6lNa2_1_RNO_5:C,
ident_coreinst/comm_block_INST/jtagi/b9_PLF_6lNa2_1_RNO_5:D,
ident_coreinst/comm_block_INST/jtagi/b9_PLF_6lNa2_1_RNO_5:Y,
ident_coreinst/IICE_INST/b5_nUTGT/genblk4.b7_nYhI39s_lm_0[6]:A,8277
ident_coreinst/IICE_INST/b5_nUTGT/genblk4.b7_nYhI39s_lm_0[6]:B,7091
ident_coreinst/IICE_INST/b5_nUTGT/genblk4.b7_nYhI39s_lm_0[6]:C,3245
ident_coreinst/IICE_INST/b5_nUTGT/genblk4.b7_nYhI39s_lm_0[6]:D,1395
ident_coreinst/IICE_INST/b5_nUTGT/genblk4.b7_nYhI39s_lm_0[6]:Y,1395
ident_coreinst/IICE_INST/b4_PfFz/b7_PbTtl9G/b7_1LbcgKF/b3_P_F_6_1_RNI34F131:A,6786
ident_coreinst/IICE_INST/b4_PfFz/b7_PbTtl9G/b7_1LbcgKF/b3_P_F_6_1_RNI34F131:B,6644
ident_coreinst/IICE_INST/b4_PfFz/b7_PbTtl9G/b7_1LbcgKF/b3_P_F_6_1_RNI34F131:C,
ident_coreinst/IICE_INST/b4_PfFz/b7_PbTtl9G/b7_1LbcgKF/b3_P_F_6_1_RNI34F131:D,7422
ident_coreinst/IICE_INST/b4_PfFz/b7_PbTtl9G/b7_1LbcgKF/b3_P_F_6_1_RNI34F131:Y,6644
ident_coreinst/IICE_INST/b3_SoW/genblk9.b7_nYJ_BFM_RNIF8GI9[0]:A,
ident_coreinst/IICE_INST/b3_SoW/genblk9.b7_nYJ_BFM_RNIF8GI9[0]:B,
ident_coreinst/IICE_INST/b3_SoW/genblk9.b7_nYJ_BFM_RNIF8GI9[0]:C,
